area_type,availability,location,size,society,total_sqft,bath,balcony,price,latitude,longitude,hospital_distance_km,hospital_time_min,playground_distance_km,playground_time_min,kindergarten_distance_km,kindergarten_time_min,metro_distance_km,metro_time_min,busstop_distance_km,busstop_time_min,office_distance_km,office_time_min,school_distance_km,school_time_min,college_distance_km,college_time_min
Super built-up  Area,18-Dec,Balagere,2 BHK,Soresea,1012,2.0,1.0,64.0,13.0086,77.6316,3.82,9,1.78,6,3.2,10,2.31,13,0.48,7,10.41,29,2.66,14,5.32,10
Super built-up  Area,19-Dec,Marathahalli,3 BHK,PrensKe,1469,3.0,1.0,89.0,13.0086,77.6316,2.09,10,2.48,5,2.28,6,1.35,18,0.55,7,9.67,24,2.75,3,6.16,30
Super built-up  Area,18-Aug,Whitefield,2 BHK,Prtates,1216,2.0,1.0,69.0,13.0206,77.6436,1.49,11,1.48,3,1.58,6,0.81,15,0.3,2,8.6,43,2.72,14,9.78,27
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1065,2.0,1.0,56.13,12.9876,77.6106,0.46,4,0.68,8,2.31,10,6.45,18,1.65,7,4.85,21,4.83,9,2.39,30
Super built-up  Area,19-Mar,Thanisandra,3 BHK,Bhe 2ko,1411,3.0,1.0,93.15,12.9746,77.5976,1.47,11,0.32,6,2.63,5,7.99,9,0.33,6,12.58,41,0.71,13,9.81,14
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,Vatlede,1400,2.0,2.0,57.5,12.9806,77.6036,1.08,9,0.87,5,2.08,11,0.87,22,1.0,4,7.67,22,4.83,13,8.32,19
Super built-up  Area,Ready To Move,Hoskote,3 BHK,Deiveer,1250,3.0,2.0,29.0,13.0166,77.6396,4.23,9,0.66,7,2.5,5,2.16,13,0.9,1,4.25,24,4.31,4,5.09,15
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,GrrvaGr,1245,2.0,3.0,62.0,13.0126,77.6356,1.76,12,1.87,4,3.81,3,3.0,13,1.89,6,6.09,12,3.21,6,5.33,28
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115,2.0,1.0,50.0,13.0206,77.6436,3.48,6,1.97,1,1.74,10,4.61,23,0.39,6,8.38,28,4.08,6,1.8,33
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,DSestil,1000,2.0,1.0,35.0,12.9766,77.5996,3.31,9,1.38,3,2.65,8,1.67,8,1.54,2,6.54,10,3.76,12,3.95,33
Super built-up  Area,18-Mar,Panathur,3 BHK,EcEONfe,1565 - 1595,3.0,0.0,71.89,12.9846,77.6076,0.48,5,1.42,1,2.84,4,5.08,18,1.09,5,9.45,35,3.58,11,8.41,24
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Chllsev,1800,3.0,2.0,90.0,13.0126,77.6356,0.31,6,2.61,5,2.23,8,5.37,19,1.14,6,4.76,41,4.06,8,4.16,32
Super built-up  Area,Ready To Move,Mathikere,2 BHK,CSncele,1500,2.0,2.0,130.0,12.9986,77.6216,2.34,11,0.52,1,0.27,3,2.59,11,1.71,6,9.44,26,3.55,9,2.09,17
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,12.9986,77.6216,4.64,5,0.41,6,3.94,11,1.99,5,1.1,5,1.65,19,3.75,9,7.16,24
Super built-up  Area,18-Jun,Kothannur,3 BHK,GrrvaGr,1275,3.0,2.0,44.0,12.9836,77.6066,3.27,7,0.31,8,1.58,11,6.36,23,1.81,4,14.96,37,4.57,3,6.47,11
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Esree8 ,1494,3.0,2.0,82.0,12.9756,77.5986,4.31,6,1.48,4,2.64,10,1.5,12,0.62,5,2.1,15,2.31,13,8.41,12
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Prsun S,1949,3.0,2.0,129.0,12.9926,77.6156,0.41,12,2.36,2,3.52,5,2.19,8,0.48,5,8.25,31,1.29,8,3.56,18
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Krberl ,1020,2.0,1.0,46.5,13.0206,77.6436,2.02,7,2.04,6,3.31,11,1.83,15,0.89,6,5.09,18,1.91,13,7.72,14
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,PrawnRa,883,2.0,1.0,45.0,12.9936,77.6166,0.48,11,0.36,8,2.45,9,3.64,7,0.56,7,4.04,16,1.33,10,1.27,13
Built-up  Area,Ready To Move,Old Airport Road,4 BHK,GrrvaGr,3200,4.0,2.0,280.0,13.0086,77.6316,1.84,8,1.56,3,2.92,6,3.65,15,1.27,6,8.66,24,2.5,12,4.56,19
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,GrrvaGr,1680,6.0,1.0,125.0,12.9906,77.6136,1.56,4,0.22,1,1.14,4,4.34,20,1.89,7,5.04,17,1.74,12,7.24,32
Plot  Area,Ready To Move,Mysore Road,12 Bedroom,GrrvaGr,2232,6.0,2.0,300.0,12.9936,77.6166,4.62,9,0.47,7,1.61,11,3.78,8,0.63,6,11.48,33,1.58,6,5.86,13
Super built-up  Area,Ready To Move,Anand nagar,3 BHK,GrrvaGr,2010,3.0,3.0,125.0,12.9766,77.5996,4.13,3,0.71,1,3.94,8,5.37,12,0.87,3,1.18,24,2.84,11,7.15,14
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1240,2.0,2.0,80.0,12.9876,77.6106,4.07,6,1.34,2,3.15,6,1.95,6,1.7,2,6.51,17,4.39,12,3.68,22
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,GrrvaGr,1213,2.0,1.0,63.0,13.0066,77.6296,0.32,10,1.16,7,0.94,4,5.58,22,1.54,2,1.36,31,4.79,4,3.04,17
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835,3.0,3.0,88.0,13.0176,77.6406,2.64,14,2.07,9,3.67,11,1.07,9,1.57,4,10.95,42,2.85,9,8.94,25
Plot  Area,Ready To Move,Hoskote,9 Bedroom,GrrvaGr,1800,10.0,3.0,185.0,13.0166,77.6396,0.67,11,2.31,3,2.2,4,1.4,21,0.34,7,7.92,19,0.38,6,2.89,10
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,Kobhiil,2932,5.0,2.0,195.0,12.9976,77.6206,4.36,12,2.73,6,3.51,5,1.71,9,1.25,5,1.86,10,2.03,5,6.71,16
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,GrrvaGr,3425,5.0,2.0,250.0,13.0206,77.6436,2.37,11,1.86,4,2.77,6,6.02,17,1.11,1,1.06,41,4.76,9,2.62,28
Built-up  Area,Ready To Move,Gottigere,2 BHK,Skvasa ,945,2.0,0.0,45.0,13.0126,77.6356,0.67,8,0.85,7,2.76,11,0.53,17,0.62,5,8.31,35,4.88,12,6.95,13
Super built-up  Area,Ready To Move,Sathya Layout,3 BHK,NChtsun,1504,2.0,2.0,100.0,13.0096,77.6326,4.92,12,1.58,1,0.28,9,3.91,20,1.14,6,6.39,21,4.67,14,2.64,34
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1569,3.0,2.0,150.0,12.9816,77.6046,1.58,5,1.95,9,3.49,11,4.3,8,1.17,5,4.09,38,2.81,3,1.37,19
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,130.0,12.9856,77.6086,1.16,14,0.63,5,1.99,8,1.86,22,1.05,3,5.09,22,0.71,6,9.41,31
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,GoncyRe,1760,3.0,2.0,140.0,12.9886,77.6116,2.91,3,1.31,5,0.3,10,0.73,16,1.99,6,3.23,31,2.75,6,1.08,32
Super built-up  Area,18-May,Hoodi,2 BHK,GrrvaGr,1240,2.0,3.0,43.94,13.0186,77.6416,2.53,10,1.03,7,2.1,3,7.75,19,1.43,3,2.34,35,2.84,12,4.31,32
Super built-up  Area,19-Dec,Electronics City Phase 1,3 BHK,Shitt S,1450,3.0,2.0,72.54,13.0066,77.6296,1.52,3,1.97,7,3.88,8,2.94,15,1.09,6,9.26,17,0.94,8,5.51,32
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Maodser,1000,2.0,0.0,48.0,13.0026,77.6256,3.74,10,0.37,8,2.86,5,1.28,8,1.91,7,6.74,12,3.0,8,1.02,17
Plot  Area,Ready To Move,Shivaji Nagar,1 Bedroom,GrrvaGr,3820,1.0,1.0,306.0,12.9726,77.5956,1.59,10,2.48,3,3.41,10,5.68,16,1.62,2,1.14,11,2.18,10,4.83,30
Super built-up  Area,Ready To Move,Thyagaraja Nagar,5 BHK,GrrvaGr,2000,4.0,2.0,145.0,13.0116,77.6346,1.86,3,0.38,2,0.42,5,5.93,18,1.32,4,3.85,37,3.26,9,1.49,29
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRlpank,1215,2.0,2.0,59.0,13.0206,77.6436,3.56,3,2.51,8,3.61,7,1.4,14,0.98,4,1.07,32,3.92,3,7.82,10
Plot  Area,Ready To Move,5 Bedroom Farm House in Lakshmipura,5 Bedroom,GrrvaGr,24Guntha,6.0,2.0,550.0,12.9866,77.6096,2.94,3,0.5,4,0.73,3,5.68,7,0.38,2,6.79,28,3.69,6,8.45,26
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,GrrvaGr,1330,3.0,3.0,73.5,12.9886,77.6116,1.59,11,2.35,1,3.86,7,7.19,16,1.96,4,3.35,40,4.93,10,2.16,13
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2 BHK,Prllsan,1178,2.0,1.0,75.0,12.9956,77.6186,4.63,8,2.61,2,2.31,6,4.0,24,0.16,6,1.04,16,2.6,5,2.32,17
Plot  Area,18-Aug,Hulimavu,4 Bedroom,ValleCi,1500,4.0,3.0,192.0,13.0186,77.6416,3.65,3,1.78,2,1.55,6,7.16,13,1.26,6,14.9,10,4.32,4,6.36,20
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2 BHK,Aaityi ,2040,2.0,2.0,59.0,12.9836,77.6066,1.65,6,2.72,6,3.18,6,3.03,11,1.07,1,10.83,35,4.96,3,9.74,18
Super built-up  Area,18-Mar,Bellandur,3 BHK,GrrvaGr,2000,3.0,2.0,85.0,13.0136,77.6366,4.34,2,0.95,7,2.36,3,5.7,6,0.9,2,4.59,33,4.0,5,8.49,34
Super built-up  Area,18-May,Shanti Nagar,3 BHK,UbreeAn,1602,2.0,1.0,165.0,12.9726,77.5956,1.7,9,1.07,9,2.52,3,4.09,6,1.92,3,10.92,15,0.8,3,1.08,27
Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,4 Bedroom,GrrvaGr,1200,4.0,1.0,130.0,12.9826,77.6056,4.88,14,1.19,3,0.56,7,6.09,16,0.47,6,1.05,38,3.42,6,5.23,17
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,46.0,12.9826,77.6056,4.56,10,2.89,5,0.31,3,1.72,8,0.57,5,3.71,28,2.22,11,8.64,34
Built-up  Area,Ready To Move,Jayamahal,3 BHK,Peace P,1800,3.0,1.0,220.0,12.9916,77.6146,2.13,8,0.31,9,0.4,7,7.03,5,1.65,6,9.39,40,2.01,7,7.87,15
Plot  Area,Ready To Move,Dasarahalli,3 Bedroom,GrrvaGr,2400,2.0,1.0,152.0,13.0146,77.6376,3.38,5,0.12,7,0.49,4,3.29,12,0.72,7,9.13,24,1.12,10,6.62,31
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Maantr ,1700,3.0,3.0,108.0,13.0016,77.6246,2.77,14,0.25,6,1.74,9,0.73,20,1.89,4,2.77,14,3.33,13,9.55,32
Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1200,3.0,2.0,65.0,13.0106,77.6336,4.12,14,1.52,8,0.4,10,7.31,22,0.28,3,3.62,24,4.0,9,7.8,17
Plot  Area,Ready To Move,Veer Sandra,3 Bedroom,Thessie,1500,3.0,0.0,72.0,12.9946,77.6176,4.34,4,0.74,6,3.47,3,6.02,21,1.28,3,11.48,16,3.12,13,4.59,24
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,1240,3.0,2.0,165.0,13.0206,77.6436,3.23,2,1.51,7,3.32,3,7.22,21,0.46,4,3.86,42,3.6,6,7.76,12
Built-up  Area,Ready To Move,Whitefield,3 Bedroom,GrrvaGr,3000,3.0,2.0,400.0,13.0206,77.6436,2.87,11,1.64,1,3.84,7,4.23,24,1.47,3,8.44,11,1.29,10,4.13,32
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,GrrvaGr,1737,3.0,3.0,85.0,12.9856,77.6086,1.83,7,1.51,5,1.35,6,3.65,7,1.4,5,2.64,43,1.7,6,4.51,26
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,GrrvaGr,900,2.0,0.0,55.0,12.9836,77.6066,4.52,12,1.4,8,1.38,8,5.0,6,0.51,2,12.19,41,2.8,5,1.02,23
Built-up  Area,Ready To Move,Chennappa Layout,3 BHK,Mawerer,1280,2.0,1.0,48.0,12.9946,77.6176,3.11,10,1.24,8,2.32,4,4.67,12,0.86,2,8.43,12,4.94,13,5.18,19
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Chhalut,1560,2.0,2.0,85.0,12.9846,77.6076,0.52,5,1.04,6,3.0,6,7.01,13,0.87,3,6.14,40,4.47,7,4.81,10
Super built-up  Area,Ready To Move,Kambipura,2 BHK,GrrvaGr,883,2.0,1.0,44.0,12.9866,77.6096,3.41,14,1.04,5,1.91,8,7.19,7,0.74,3,10.1,39,3.29,4,8.5,31
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,GrrvaGr,750,2.0,1.0,33.0,13.0106,77.6336,1.22,3,0.71,8,2.87,11,1.16,24,0.59,3,5.7,11,4.02,13,4.46,17
Super built-up  Area,Ready To Move,Brookefield,4 BHK,Gotaten,2400,3.0,3.0,140.0,13.0036,77.6266,0.88,6,1.25,3,1.65,8,3.22,7,0.26,3,12.1,33,2.12,9,7.65,16
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,NaaveEn,900,2.0,1.0,45.0,13.0126,77.6356,4.93,3,1.69,9,2.53,9,6.31,21,0.3,4,7.11,39,1.61,3,3.11,25
Super built-up  Area,Ready To Move,Hormavu,2 BHK,GrrvaGr,1030,2.0,1.0,49.35,13.0126,77.6356,4.5,7,2.82,6,0.55,10,3.24,9,1.35,1,12.98,10,3.95,5,9.88,23
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,2.0,155.0,13.0116,77.6346,3.69,2,2.2,4,0.61,6,5.39,5,1.43,2,14.77,38,4.28,4,5.85,12
Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1831,3.0,1.0,110.0,12.9796,77.6026,3.02,4,2.74,4,0.5,11,5.97,17,1.99,5,1.22,21,0.37,14,3.86,19
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,GrrvaGr,1095,2.0,1.0,38.33,12.9916,77.6146,2.05,12,0.73,9,0.61,11,4.98,15,0.35,2,3.82,15,2.25,5,1.57,17
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,38.13,12.9876,77.6106,1.72,5,0.82,9,0.3,5,7.97,19,0.67,3,6.88,17,3.19,5,2.01,27
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1270 - 1275,2.0,0.0,40.72,13.0016,77.6246,1.82,8,0.98,5,1.9,8,2.39,24,1.88,3,14.76,27,3.52,5,8.54,27
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,GrrvaGr,1000,2.0,1.0,61.0,13.0116,77.6346,2.37,11,2.9,2,1.43,4,3.21,23,1.87,3,5.91,20,1.15,8,8.25,21
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,85.4,12.9966,77.6196,1.84,6,1.63,5,3.58,4,7.38,16,0.33,2,3.04,14,2.2,12,4.34,30
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,41.0,12.9926,77.6156,1.28,6,2.48,2,2.98,6,4.73,21,1.48,4,11.47,32,2.91,11,2.5,13
Plot  Area,18-May,TC Palaya,3 Bedroom,GrrvaGr,1500,3.0,0.0,83.0,12.9836,77.6066,4.58,7,2.46,9,1.59,7,6.04,6,1.37,6,9.36,23,4.48,6,7.07,14
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 RK,GrrvaGr,360,1.0,0.0,16.9,13.0066,77.6296,3.84,13,2.67,2,1.86,3,2.09,23,0.71,5,11.1,32,2.39,14,1.99,16
Super built-up  Area,Ready To Move,Kadugodi,1 BHK,RatatHa,840 - 1010,1.0,0.0,40.7,13.0006,77.6236,3.28,11,0.7,1,2.31,6,4.25,16,1.64,2,9.3,20,4.87,9,8.31,32
Super built-up  Area,21-Dec,Electronic City,2 BHK,KonteiT,1140,2.0,1.0,70.93,12.9836,77.6066,2.33,5,1.6,5,3.2,11,4.59,9,1.31,3,8.76,37,1.5,3,8.72,32
Super built-up  Area,18-Oct,Chennammana Kere,2 BHK,GrrvaGr,1145,2.0,2.0,58.4,12.9806,77.6036,4.06,5,1.82,2,1.41,3,4.18,15,1.28,5,6.87,14,3.53,4,2.1,31
Super built-up  Area,Ready To Move,RMV Extension Stage 2,3 BHK,GrrvaGr,1862,3.0,3.0,120.0,12.9906,77.6136,0.97,6,1.59,6,2.36,9,1.02,8,0.38,3,7.66,23,3.89,4,5.79,15
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,GrrvaGr,947,2.0,2.0,43.0,13.0076,77.6306,0.87,8,2.58,4,1.87,3,3.0,20,0.87,6,7.57,18,4.21,5,7.97,25
Built-up  Area,Ready To Move,Langford Town,4 BHK,GrrvaGr,697Sq. Meter,4.0,2.0,211.0,12.9746,77.5976,4.78,12,2.82,5,0.56,8,6.38,13,0.96,5,1.56,31,1.21,8,1.68,15
Plot  Area,Ready To Move,Chandra Layout,3 Bedroom,GrrvaGr,700,3.0,2.0,195.0,13.0136,77.6366,4.72,4,0.74,8,3.31,10,2.85,15,2.0,1,7.55,21,0.4,8,5.53,19
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,GrrvaGr,1120,2.0,2.0,40.0,12.9756,77.5986,3.41,9,0.27,7,0.8,4,6.51,20,1.88,1,10.21,34,1.95,7,1.79,11
Built-up  Area,Ready To Move,Sadanand Nagar,3 BHK,GrrvaGr,2700,3.0,3.0,200.0,12.9816,77.6046,2.44,10,2.23,7,2.38,3,5.05,12,1.65,3,6.02,33,2.63,7,7.19,22
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Matlelp,1805,2.0,2.0,75.0,12.9806,77.6036,4.47,2,1.58,4,2.45,3,4.71,21,0.33,1,13.19,22,0.71,5,1.26,16
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,GrrvaGr,1100,2.0,3.0,93.0,13.0176,77.6406,3.75,8,2.82,9,0.97,6,5.94,14,1.52,1,7.35,20,1.45,9,7.59,14
Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1355,3.0,0.0,135.0,13.0106,77.6336,3.89,4,2.16,9,3.11,3,1.72,14,1.41,3,4.29,42,1.83,6,3.74,15
Built-up  Area,18-Dec,"Whietfield, ",3 BHK,GrrvaGr,1677,3.0,2.0,98.0,12.9916,77.6146,3.32,8,1.01,2,0.67,6,0.98,7,0.52,7,14.42,11,3.74,10,4.31,16
Built-up  Area,Ready To Move,Hosapalya,8 Bedroom,GrrvaGr,2500,8.0,3.0,95.0,12.9766,77.5996,4.62,11,1.64,5,0.62,11,4.17,20,1.01,5,7.78,19,1.86,13,1.74,17
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrrvaGr,1560,3.0,3.0,74.0,12.9906,77.6136,1.69,7,2.71,4,0.63,3,0.51,10,1.02,6,10.85,17,3.9,10,6.77,14
Super built-up  Area,Ready To Move,Arekere,3 BHK,GrrvaGr,2060,3.0,2.0,150.0,12.9766,77.5996,1.48,6,2.56,7,3.64,4,0.6,7,0.98,5,1.36,26,4.23,3,7.34,24
Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1716,2.0,0.0,115.0,13.0136,77.6366,3.02,13,1.45,3,1.9,7,5.43,16,1.05,3,12.74,36,4.64,6,6.99,25
Super built-up  Area,Ready To Move,Harlur,3 BHK,GrrvaGr,1864,3.0,1.0,140.0,12.9856,77.6086,1.88,10,0.74,2,1.16,4,3.58,14,1.54,2,12.89,11,3.88,6,7.35,10
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,GrrvaGr,638,1.0,1.0,32.0,13.0066,77.6296,0.47,6,0.41,9,0.91,8,7.83,24,1.4,7,6.99,24,3.34,4,3.13,20
Plot  Area,Ready To Move,Sidedahalli,9 Bedroom,GrrvaGr,1200,7.0,3.0,95.0,12.9846,77.6076,4.82,13,0.6,3,3.35,8,4.93,20,1.82,1,9.77,27,3.28,11,6.83,10
Super built-up  Area,Ready To Move,Kodigehalli,8 BHK,GrrvaGr,1150,9.0,2.0,170.0,12.9906,77.6136,4.54,13,1.38,5,2.72,7,7.09,8,1.06,5,11.43,33,4.76,4,7.08,14
Super built-up  Area,18-Dec,Chandapura,2 BHK,AMAKS O,937,2.0,1.0,30.0,12.9986,77.6216,0.25,5,2.18,2,1.16,8,7.11,19,0.89,2,14.66,40,4.51,3,4.61,21
Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1490,2.0,1.0,115.0,12.9796,77.6026,4.37,2,0.6,3,0.52,4,6.73,13,1.77,4,1.56,37,1.97,13,7.23,16
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,Meentan,4856,5.0,3.0,410.0,12.9766,77.5996,2.69,7,2.08,4,2.62,9,3.07,18,1.37,4,13.16,27,4.02,5,3.39,14
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,4003,6.0,1.0,525.0,13.0206,77.6436,2.62,4,0.98,7,1.94,11,6.38,7,0.48,4,4.58,32,4.86,5,5.64,20
Super built-up  Area,17-May,Whitefield,2 BHK,SVineun,1100,2.0,1.0,37.0,13.0206,77.6436,1.0,2,1.91,1,3.26,5,1.31,18,1.59,5,1.77,44,0.49,12,6.39,16
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Saowsi ,1000,2.0,2.0,48.53,12.9716,77.5946,1.14,7,1.51,8,1.93,3,3.36,17,0.67,7,5.19,41,3.09,13,8.79,29
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,GrrvaGr,1060,2.0,1.0,37.0,12.9876,77.6106,1.55,3,2.63,9,1.64,4,6.15,22,0.54,6,14.42,18,1.34,7,4.46,21
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,91.0,12.9806,77.6036,2.87,3,2.78,3,3.63,4,4.48,16,0.23,1,12.16,31,3.3,5,1.1,22
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,GrrvaGr,1200,2.0,2.0,80.0,13.0166,77.6396,2.52,5,1.22,7,2.83,4,4.47,17,0.8,1,11.86,34,4.9,4,2.2,26
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1420,2.0,2.0,75.0,12.9776,77.6006,1.53,12,1.17,6,1.44,9,3.06,18,1.19,6,4.85,20,1.26,8,7.07,25
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,CoLeoen,1539,3.0,2.0,85.0,13.0016,77.6246,4.07,14,1.88,3,0.75,11,5.87,23,1.88,5,11.56,44,0.77,11,2.36,14
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Dhndsh ,1550,3.0,1.0,59.0,13.0126,77.6356,1.89,7,0.95,3,2.36,8,2.1,12,1.43,7,5.9,44,0.33,14,4.45,15
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,GrrvaGr,1555,3.0,3.0,82.0,12.9756,77.5986,1.15,4,1.8,3,3.69,11,3.17,19,0.31,6,10.61,44,3.28,14,5.86,16
Plot  Area,Ready To Move,BTM Layout 1stage 9th Main,7 Bedroom,GrrvaGr,600,6.0,2.0,138.0,12.9916,77.6146,2.18,13,1.29,9,0.93,5,2.23,9,1.56,2,4.68,32,3.22,7,2.82,25
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Srandir,1553,3.0,3.0,68.0,12.9736,77.5966,3.59,7,1.48,9,2.43,5,1.08,22,1.29,5,2.7,44,1.44,6,2.7,14
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,920,2.0,2.0,26.0,12.9876,77.6106,1.75,11,2.39,6,2.71,7,5.54,20,0.46,6,3.2,26,3.32,5,7.42,28
Super built-up  Area,Ready To Move,Jeevan bima nagar,3 BHK,Lancysi,1740,3.0,3.0,120.0,12.9976,77.6206,1.73,4,0.42,2,1.6,8,4.66,20,0.4,7,2.17,27,0.71,14,8.39,17
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,GrrvaGr,1855,3.0,2.0,145.0,12.9956,77.6186,0.76,8,0.53,4,0.36,3,2.45,12,1.77,6,11.54,24,1.84,13,8.01,27
Super built-up  Area,18-Mar,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,146.0,12.9806,77.6036,0.69,11,0.43,7,3.16,3,1.99,9,1.8,1,11.13,31,4.46,5,8.4,32
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Inentva,1020,2.0,2.0,60.0,13.0146,77.6376,1.61,13,1.9,6,2.05,3,3.31,7,0.62,4,11.7,40,4.99,14,1.75,25
Plot  Area,Ready To Move,Banaswadi,6 Bedroom,GrrvaGr,1000,4.0,2.0,150.0,12.9756,77.5986,3.65,7,2.62,6,3.71,4,3.12,6,1.14,6,4.71,36,4.88,5,7.08,31
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrrvaGr,1250,2.0,1.0,50.0,12.9906,77.6136,2.78,4,2.72,8,3.24,3,4.35,11,0.97,6,14.08,14,1.35,7,1.0,33
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,GrrvaGr,1450,3.0,2.0,75.0,12.9866,77.6096,4.16,13,1.62,6,0.61,5,5.16,7,1.61,7,11.31,37,1.16,3,4.64,20
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1200,2.0,2.0,80.0,12.9776,77.6006,3.65,12,1.98,7,3.68,9,3.23,5,1.21,6,8.99,41,1.9,3,4.09,33
Built-up  Area,Ready To Move,Haralur Road,2 BHK,Siows M,1140,2.0,2.0,58.0,13.0126,77.6356,3.26,2,2.1,7,1.36,11,7.92,11,0.76,1,7.97,12,4.0,9,7.07,17
Plot  Area,Ready To Move,Hoskote,5 Bedroom,GrrvaGr,900,5.0,2.0,110.0,13.0166,77.6396,0.89,11,1.44,7,3.42,6,3.84,7,1.72,3,11.22,36,4.06,12,6.99,27
Super built-up  Area,Ready To Move,Basava Nagar,1 BHK,SLionan,550,1.0,1.0,16.0,12.9986,77.6216,4.59,13,1.99,1,2.58,11,3.15,14,1.01,2,10.77,19,1.91,6,6.53,29
Super built-up  Area,17-Oct,Bannerghatta Road,3 BHK,SNillin,1450,3.0,1.0,44.0,12.9976,77.6206,0.34,6,1.13,8,2.2,6,3.06,19,0.87,5,2.83,11,2.03,7,9.3,11
Plot  Area,Immediate Possession,Jigani,2 BHK,S2enste,1500,2.0,2.0,25.49,13.0106,77.6336,4.8,9,1.92,7,3.37,5,5.9,12,1.99,5,11.57,21,1.37,8,1.61,18
